9169,2020,Machine Learning Engineer,Python,,,,C++,,,,Swift,,,,,,,
9170,2020,,,,,,,,,,,,,,,,,
9171,2020,Research Scientist,Python,R,,C,,,Javascript,,,,MATLAB,,,,,
9172,2020,Student,Python,,,,,,,,,,,,,,,
9173,2020,Student,Python,,,,C++,Java,,,,,,,,,,
9174,2020,Software Engineer,Python,,,,,,,,,,,,,,,
9175,2020,Student,,,,,,,,,,,,,,,,
9176,2020,Other,Python,,SQL,,,,,,,,,,,,,
9177,2020,Machine Learning Engineer,,,,,C++,,,,,,,,,,,
9178,2020,Data Analyst,,,,,C++,,Javascript,,,,,,,,,
9179,2020,Machine Learning Engineer,,,,,,,,Julia,,,,,,,,
9180,2020,Student,Python,,,,,,,,,,,,,,,
9181,2020,Data Engineer,Python,,SQL,,,,,,,,,,,,,
9182,2020,Data Scientist,Python,R,SQL,C,C++,Java,,,,,,,,,,
9183,2020,Statistician,Python,,,,,,,,,,,,,,,
9184,2020,Business Analyst,Python,,,,,,,,,,,,,,,
9185,2020,Student,Python,,,,,,,,,,MATLAB,,,,,
9186,2020,Business Analyst,Python,R,SQL,,,,,,,,,,,,,
9187,2020,Software Engineer,Python,,,,,,Javascript,,,Bash,,,Other,,,
9188,2020,Student,Python,R,,,,,,,,,,,,,,
9189,2020,Student,Python,,SQL,C,,,,,,,,,,,,
9190,2020,Student,Python,,,,C++,,,,,,,,,,,
9191,2020,Data Analyst,Python,,,,,,,,,,,,,,,
9192,2020,Statistician,,R,,,,,,,,,,,,,,
9193,2020,Machine Learning Engineer,Python,,SQL,,C++,,,,,Bash,,,,,,
9194,2020,Product/Project Manager,,,,,,Java,,,,,,,,,,
9195,2020,Machine Learning Engineer,Python,,,,,,,,,,,,,,,
9196,2020,Other,Python,,SQL,,,,,,,,,,,,,
9197,2020,Student,Python,,SQL,,,,,,,,,,,,,
9198,2020,Student,,,,,C++,Java,,,,,MATLAB,,,,,
9199,2020,Student,Python,,,,C++,,,,,,,,,,,
9200,2020,Student,Python,,,,,,,,,,,,,,,
9201,2020,Other,Python,,SQL,C,,,,,,,,,,,,
9202,2020,Research Scientist,,,,C,C++,Java,,,,,MATLAB,,,,,
9203,2020,Data Scientist,Python,R,SQL,,,,,,,,,,,,,
9204,2020,Other,Python,,,,,,,,,Bash,,,Other,,,
9205,2020,Product/Project Manager,Python,,SQL,,,,,,,,,,,,,
9206,2020,Software Engineer,Python,,,,,Java,Javascript,,,,,,,,,
9207,2020,Data Scientist,Python,R,SQL,,,,,,,,,,,,,
9208,2020,Data Analyst,Python,R,,,,,,,,,MATLAB,,,,,
9209,2020,Data Scientist,Python,,SQL,,,,Javascript,,,Bash,,,,,,
9210,2020,Data Scientist,Python,,,,,,Javascript,,,,,,,,,
9211,2020,Data Scientist,Python,,,,,,,,,,,,,,,
9212,2020,Student,Python,R,,,,,,,,,MATLAB,,,,,
9213,2020,Data Scientist,Python,R,SQL,,,,,,,Bash,,,,,,
9214,2020,Software Engineer,Python,,SQL,C,C++,,Javascript,,,,,,,,,
9215,2020,Currently not employed,Python,R,SQL,,,,,,,,,,,,,
9216,2020,Student,Python,R,,,,,,,,,,,,,,
9217,2020,Student,Python,,,,,,,,,,,,,,,
9218,2020,Software Engineer,,,SQL,,,,Javascript,,,,,,Other,,,
9219,2020,Currently not employed,,,,,,,,,,,,,,,,
9220,2020,Data Scientist,Python,,,,,,,,,,MATLAB,,,,,
9221,2020,Currently not employed,Python,,SQL,,,,,,,,,,,,,
9222,2020,Currently not employed,Python,,SQL,,,,,,,,,,,,,
9223,2020,Student,Python,R,SQL,C,,,,,,,,,,,,
9224,2020,Currently not employed,Python,,SQL,,,Java,,,,,,,,,,
9225,2020,Data Analyst,Python,,SQL,C,,,,,,,MATLAB,,Other,,,
9226,2020,Data Scientist,Python,,SQL,C,C++,,,,,,,,,,,
9227,2020,Student,Python,,,C,,,,,,,,,,,,
9228,2020,Student,,R,,,,,,,,,,,,,,
9229,2020,Business Analyst,Python,,,,,,,,,,,,,,,
9230,2020,Data Analyst,,,,,,,,,,,,,,,,
9231,2020,Currently not employed,Python,,SQL,,,,Javascript,,,,,,,,,
9232,2020,Product/Project Manager,Python,R,SQL,,,,,,,,,,,,,
9233,2020,Student,Python,,SQL,,,,,,,,,,,,,
9234,2020,Student,,,SQL,,,,,,,,,,,,,
9235,2020,Student,Python,,,,,,,,,,MATLAB,,,,,
9236,2020,Student,Python,,,,,Java,,,,,,,,,,
9237,2020,Other,Python,,,,,,Javascript,,,,,,,,,
9238,2020,Data Scientist,Python,R,SQL,,,,,,,,,,,,,
9239,2020,Other,,,,,,,,,,,,None,,,,
9240,2020,Currently not employed,Python,,,,C++,,,,,,,,,,,
9241,2020,Data Scientist,Python,,SQL,,,Java,,,,,,,,,,
9242,2020,Student,,,,,,,,,,,,,,,,
9243,2020,Currently not employed,Python,,SQL,,,,,,,,,,,,,
9244,2020,Student,Python,,,,C++,Java,,,,,,,,,,
9245,2020,Business Analyst,Python,,,,,,,,,,,,,,,
9246,2020,Software Engineer,,R,,,,,,,,,,,Other,,,
9247,2020,Data Scientist,Python,,SQL,,,,,,,,,,,,,
9248,2020,Student,Python,,SQL,C,C++,Java,Javascript,,,,,,,,,
9249,2020,Product/Project Manager,Python,R,,,,,,,,,MATLAB,,,,,
9250,2020,,,,,,,,,,,,,,,,,
9251,2020,Software Engineer,Python,,SQL,,,,,,,,,,,,,
9252,2020,Student,Python,,,,,,,,,,,,,,,
9253,2020,Machine Learning Engineer,Python,,SQL,,,,,,,,,,,,,
9254,2020,Data Scientist,Python,,SQL,,,,,,,,,,,,,
9255,2020,Machine Learning Engineer,Python,,SQL,,C++,Java,,,,Bash,,,,,,
9256,2020,Student,,,,,,,,,,,,,,,,
9257,2020,Currently not employed,Python,R,,,,,,,,,,,,,,
9258,2020,Software Engineer,,,SQL,,,,,,,,,,,,,
9259,2020,Machine Learning Engineer,Python,,,C,,,,,,,,,,,,
9260,2020,Other,Python,R,SQL,,,,,,,,,,,,,
9261,2020,Software Engineer,,,,,,,,,,,,,,,,
9262,2020,Student,Python,,SQL,,C++,,,,,,,,,,,
9263,2020,Software Engineer,Python,,,C,C++,Java,,,,,,,,,,
9264,2020,Data Scientist,,R,SQL,,,,,,,,MATLAB,,Other,,,
9265,2020,Student,Python,R,SQL,,,,,,,Bash,,,,,,
9266,2020,Data Analyst,Python,,,,,,,,,,,,,,,
9267,2020,Machine Learning Engineer,Python,,SQL,,,Java,Javascript,,,,,,,,,
9268,2020,,,,,,,,,,,,,,,,,
9269,2020,Student,Python,,,,,,,,,,,,,,,
9270,2020,Statistician,Python,,,,,,,,,,,,,,,
9271,2020,Student,Python,,,,,Java,,,,,,,,,,
9272,2020,Data Analyst,Python,R,,,,,,,,,,,,,,
9273,2020,Data Engineer,Python,,SQL,,,,,,,,,,,,,
9274,2020,Data Analyst,,R,,,,,,,,,,,,,,
9275,2020,Data Scientist,Python,R,SQL,,,,,,,,,,,,,
9276,2020,Statistician,Python,R,,,,,,,,,,,Other,,,
9277,2020,Other,Python,,,,,,,,,,MATLAB,,,,,
9278,2020,Machine Learning Engineer,Python,,,,,,,,,,MATLAB,,,,,
9279,2020,Data Analyst,Python,R,,,,,,,,,,,,,,
9280,2020,Data Analyst,,,SQL,,,,,,,,,,,,,
9281,2020,Student,Python,,,,,,Javascript,,,,,,,,,
9282,2020,Student,Python,R,SQL,,,,,,,,,,,,,
9283,2020,Software Engineer,Python,,SQL,,,,,,,,,,,,,
9284,2020,Machine Learning Engineer,Python,,,,,,,,,,,,,,,
9285,2020,Other,Python,R,,,,,,,,,,,,,,
9286,2020,Data Scientist,Python,R,,,,,,,,,,,,,,
9287,2020,Software Engineer,Python,,SQL,,,Java,Javascript,,Swift,,,,,,,
9288,2020,Software Engineer,,,SQL,,,Java,,,,,,,,,,
9289,2020,Data Scientist,Python,,SQL,,,,,,,,,,Other,,,
9290,2020,Data Scientist,Python,,SQL,,,Java,Javascript,,,,MATLAB,,Other,,,
9291,2020,Other,Python,,SQL,C,,,,,,,,,,,,
9292,2020,Student,Python,,,,,,,,,,,,,,,
9293,2020,Software Engineer,Python,,SQL,,,Java,,,,,,,,,,
9294,2020,Machine Learning Engineer,Python,,,,,,,,,,,,,,,
9295,2020,Student,Python,,SQL,C,C++,Java,,,,,,,,,,
9296,2020,Other,,,,,,,,,,,,,,,,
9297,2020,Data Scientist,Python,,SQL,,,,,,,,,,,,,
9298,2020,Business Analyst,Python,R,SQL,,,,,,,,,,,,,
9299,2020,Product/Project Manager,Python,R,,,,,,,,,,,,,,
9300,2020,Product/Project Manager,Python,R,,,,,,,,,,,,,,
9301,2020,Product/Project Manager,Python,,,,,,,,,,,,,,,
9302,2020,Software Engineer,Python,,SQL,,C++,,,,,,,,,,,
9303,2020,Data Scientist,Python,R,SQL,C,,Java,,,,,,,,,,
9304,2020,Software Engineer,Python,,SQL,C,C++,Java,Javascript,,,Bash,,,Other,,,
9305,2020,Software Engineer,,,,,,Java,Javascript,,,,,,Other,,,
9306,2020,Data Analyst,,,,,,,,,,,,None,,,,
9307,2020,,,,,,,,,,,,,,,,,
9308,2020,Software Engineer,Python,,SQL,,,,Javascript,,,Bash,,,Other,,,
9309,2020,Data Scientist,Python,,,,,,,,,,,,,,,
9310,2020,Student,Python,,SQL,,,,,,,,,,,,,
9311,2020,Data Analyst,Python,,SQL,,,,,,,,,,,,,
9312,2020,Business Analyst,Python,R,,,,,,,,,,,Other,,,
9313,2020,Software Engineer,,,,,,,,,,,,,Other,,,
9314,2020,Statistician,,,,,,,,,,,,,,,,
9315,2020,Data Engineer,,,,,,,,,,,,,Other,,,
9316,2020,Student,Python,,,,,,,,,,,,,,,
9317,2020,Product/Project Manager,Python,R,SQL,,C++,,,,,,MATLAB,,,,,
9318,2020,Student,Python,,,C,,Java,,,,,,,,,,
9319,2020,Student,Python,,SQL,,,,Javascript,,,,,,,,,
9320,2020,Student,Python,,SQL,C,C++,Java,,,,,,,,,,
9321,2020,Data Scientist,Python,,SQL,,,,,,,,,,,,,
9322,2020,,,,,,,,,,,,,,,,,
9323,2020,Product/Project Manager,,,SQL,,,,,,,,,,Other,,,
9324,2020,Software Engineer,Python,,,,C++,,,,,,,,,,,
9325,2020,Statistician,,,,,,,,,,,,,,,,
9326,2020,Student,Python,,,,C++,,,,,,,,,,,
9327,2020,Software Engineer,,,,,,,,,,,,,Other,,,
9328,2020,Research Scientist,Python,,,,,,,,,,,,,,,
9329,2020,Student,Python,,,,C++,Java,,,,,,,,,,
9330,2020,Machine Learning Engineer,,,,,,,,,,,,,,,,
9331,2020,Student,Python,,SQL,,,,,,,,,,,,,
9332,2020,Student,Python,,,C,C++,,,,,,,,,,,
9333,2020,Student,Python,R,,,,Java,,,,Bash,,,,,,
9334,2020,Student,Python,,SQL,,,,,,,,,,,,,
9335,2020,Student,Python,,SQL,C,,Java,Javascript,,,,,,Other,,,
9336,2020,Research Scientist,Python,R,,,,,,,,Bash,,,,,,
9337,2020,Software Engineer,Python,,SQL,,,,Javascript,,,,,,Other,,,
9338,2020,Software Engineer,Python,,SQL,,,Java,Javascript,,,Bash,,,,,,
9339,2020,Student,Python,R,,,,,,,,,,,,,,
9340,2020,Machine Learning Engineer,Python,,SQL,,,,,,,,,,,,,
9341,2020,Software Engineer,Python,,SQL,,,Java,,,,,,,Other,,,
9342,2020,Data Engineer,Python,,,,,,,,,,MATLAB,,,,,
9343,2020,Student,Python,,,C,,,,,,,,,,,,
9344,2020,Other,,,,,,,,,,,,,,,,
9345,2020,Business Analyst,Python,,SQL,,,,,,,,,,,,,
9346,2020,Research Scientist,,R,,,,,,,,,,,,,,
9347,2020,Data Scientist,Python,,,,,,,,,,,,,,,
9348,2020,Other,Python,,SQL,,,Java,Javascript,,,,,,,,,
9349,2020,Data Scientist,Python,,,,C++,,,,,,,,,,,
9350,2020,Currently not employed,Python,,,,,,,,,,,,,,,
9351,2020,Product/Project Manager,,,SQL,,,,,,,,,,,,,
9352,2020,Student,Python,,,,,,,,,,,,,,,
9353,2020,Software Engineer,Python,,SQL,,,Java,,,,,,,,,,
9354,2020,Data Scientist,Python,,SQL,,,,,,,,,,,,,
9355,2020,Data Scientist,Python,,,,,,,,,,,,,,,
9356,2020,Student,Python,,SQL,,C++,,,,,,,,,,,
9357,2020,Statistician,,,SQL,C,,,,,,,,,,,,
9358,2020,Currently not employed,,R,,,,,,,,,,,,,,
9359,2020,Software Engineer,,,SQL,,,Java,Javascript,,,,,,,,,
9360,2020,Data Scientist,Python,,,,,,,,,,,,,,,
9361,2020,Other,Python,R,,,,,,,,,,,,,,
9362,2020,Currently not employed,Python,,SQL,,,,,,,,,,,,,
9363,2020,Student,Python,,,C,C++,Java,Javascript,,,,MATLAB,,,,,
9364,2020,Software Engineer,Python,,SQL,,,,,,,Bash,,,,,,
9365,2020,Student,Python,,,,C++,,,,,,,,,,,
9366,2020,Data Analyst,Python,,SQL,,,,,,,,,,,,,
9367,2020,Machine Learning Engineer,Python,,SQL,,C++,Java,,,,Bash,,,,,,
9368,2020,Student,Python,,,,,,,,,,,,,,,
9369,2020,Research Scientist,Python,,SQL,C,C++,Java,,,,,,,,,,
9370,2020,Student,Python,,,,,,,,,,,,,,,
9371,2020,Data Scientist,Python,R,SQL,C,C++,Java,Javascript,,,,MATLAB,,,,,
9372,2020,Student,Python,,,,,Java,,,,,MATLAB,,,,,
9373,2020,Data Engineer,Python,,SQL,,,,Javascript,,,,,,,,,
9374,2020,Software Engineer,Python,,SQL,C,C++,Java,,,,,,,,,,
9375,2020,Data Analyst,Python,,SQL,,,,Javascript,,,,,,,,,
9376,2020,Data Analyst,Python,,SQL,,,,,,,,,,,,,
9377,2020,Student,Python,,SQL,,C++,Java,Javascript,,,,,,,,,
9378,2020,Student,Python,,SQL,C,C++,Java,Javascript,,,,,,,,,
9379,2020,Student,Python,R,,C,,,,,,,,,,,,
9380,2020,Data Analyst,Python,,SQL,,,,Javascript,,,,,,,,,
9381,2020,Other,Python,,,,,,,,,,,,,,,
9382,2020,Data Scientist,Python,,SQL,,,,,,,,,,Other,,,
9383,2020,Data Scientist,Python,R,SQL,,,,,,,,,,,,,
9384,2020,Data Scientist,Python,R,SQL,,,,,,,,,,Other,,,
9385,2020,Student,Python,,,C,,,,,,,,,,,,
9386,2020,Student,Python,R,,,,Java,,,,,,,,,,
9387,2020,Research Scientist,Python,,,,C++,,,,,Bash,,,,,,
9388,2020,Data Engineer,Python,,SQL,,,Java,,,,,,,,,,
9389,2020,Business Analyst,,,,,,,,,,,,,,,,
9390,2020,Other,Python,R,SQL,,,,,,,,,,,,,
9391,2020,Student,Python,,,,C++,,,,,,,,,,,
9392,2020,Student,Python,,SQL,C,C++,,,,,,,,,,,
9393,2020,Data Scientist,Python,R,SQL,,,,,,,,,,,,,
9394,2020,Data Scientist,Python,,SQL,,,,,,,,,,Other,,,
9395,2020,Product/Project Manager,Python,,,,,,,,,,,,Other,,,
9396,2020,Data Scientist,Python,R,SQL,,,,,,,,,,,,,
9397,2020,Business Analyst,Python,R,SQL,,,,,,,,,,,,,
9398,2020,Other,,,,,,,,,,,,,,,,
9399,2020,Software Engineer,Python,,,,,,,,,,,,Other,,,
9400,2020,Machine Learning Engineer,Python,,,C,C++,,,,,,,,,,,
9401,2020,Software Engineer,Python,,,,,,Javascript,,,,,,,,,
9402,2020,Research Scientist,Python,R,,,,,,Julia,,,,,,,,
9403,2020,Student,Python,,,,C++,,,,,,,,,,,
9404,2020,Machine Learning Engineer,Python,,,C,,,,,,,,,,,,
9405,2020,Student,Python,R,,,,,,,,,MATLAB,,,,,
9406,2020,Student,Python,,,,,,,,,,MATLAB,,,,,
9407,2020,Research Scientist,Python,,SQL,,C++,Java,,,,,MATLAB,,,,,
9408,2020,Data Scientist,Python,,,,,,,,,,,,,,,
9409,2020,Statistician,,R,,,,,,,,,,,,,,
9410,2020,Student,Python,,,C,C++,,,,,,,,,,,
9411,2020,Research Scientist,Python,R,,,C++,,,,,,,,,,,
9412,2020,Data Scientist,Python,R,SQL,,,,,,,,,,,,,
9413,2020,Research Scientist,,R,,,,,,,,,,,,,,
9414,2020,Business Analyst,Python,,SQL,,,,,,,,,,,,,
9415,2020,Software Engineer,Python,,SQL,C,C++,Java,,,,,,,,,,
9416,2020,Research Scientist,Python,,SQL,,C++,,,,,,MATLAB,,,,,
9417,2020,Research Scientist,Python,,,,,,,,,Bash,,,,,,
9418,2020,Data Scientist,Python,,SQL,,,,,,,,,,Other,,,
9419,2020,Data Scientist,Python,,,,,,,,,,,,,,,
9420,2020,Software Engineer,Python,,,,,Java,Javascript,,,,,,,,,
9421,2020,Data Scientist,Python,,,,,,,Julia,,Bash,MATLAB,,,,,
9422,2020,Research Scientist,Python,,,,,,,,,,,,,,,
9423,2020,Data Scientist,Python,,,,,,,,,,,,,,,
9424,2020,Currently not employed,Python,R,,,,,,,,,,,,,,
9425,2020,Student,Python,,SQL,,C++,,,,,,,,,,,
9426,2020,Product/Project Manager,,R,SQL,,,,,,,,,,,,,
9427,2020,Research Scientist,,R,,,,,,,,,,,,,,
9428,2020,Student,Python,,SQL,,,Java,,,,,,,,,,
9429,2020,Data Analyst,Python,,SQL,,,,,,,,,,,,,
9430,2020,Other,,R,SQL,,,,Javascript,,,,,,,,,
9431,2020,Data Engineer,Python,R,SQL,,,,,,,,,,,,,
9432,2020,Data Scientist,Python,,SQL,,,,,,,,,,Other,,,
9433,2020,,,,,,,,,,,,,,,,,
9434,2020,Student,Python,R,SQL,C,C++,,Javascript,,,Bash,,,,,,
9435,2020,Machine Learning Engineer,Python,,,,C++,,,,,,,,,,,
9436,2020,Currently not employed,Python,,,,,,,,,,,,,,,
9437,2020,Student,Python,,,C,,,,,,,,,,,,
9438,2020,Data Analyst,Python,,,,,,,,,,,,,,,
9439,2020,Product/Project Manager,Python,,SQL,,,Java,Javascript,,,,,,,,,
9440,2020,Data Analyst,,,,,,,,,,,,,,,,
9441,2020,Data Scientist,,R,,,,,,,,,,,,,,
9442,2020,Student,Python,,,,,,,,,,,,,,,
9443,2020,Software Engineer,,,SQL,,,,,,,,,,,,,
9444,2020,Other,,R,,C,,,,,,,,,,,,
9445,2020,Data Scientist,Python,,,,,,,,,,,,,,,
9446,2020,Student,,,SQL,,,,Javascript,,,,,,,,,
9447,2020,Statistician,Python,R,SQL,C,C++,,,,,,,,,,,
9448,2020,Data Analyst,Python,,SQL,,,,Javascript,,,,,,,,,
9449,2020,Software Engineer,,,,,,Java,,,Swift,,,,,,,
9450,2020,Software Engineer,Python,,,,,Java,,,,,,,Other,,,
9451,2020,Product/Project Manager,Python,R,SQL,,,,,,,,,,,,,
9452,2020,Student,Python,,,C,C++,Java,,,,,,,,,,
9453,2020,Statistician,Python,R,SQL,,,,,,,,MATLAB,,,,,
9454,2020,Student,Python,,,,,,,,,,,,,,,
9455,2020,Student,Python,R,,C,C++,,,,,,,,,,,
9456,2020,Data Scientist,Python,,SQL,,,,,,,,,,,,,
9457,2020,Data Engineer,Python,,SQL,,,,Javascript,,,Bash,,,,,,
9458,2020,Student,Python,R,,,,,,,,,,,,,,
9459,2020,Other,Python,,,,,Java,,,,,MATLAB,,,,,
9460,2020,,,,,,,,,,,,,,,,,
9461,2020,,,,,,,,,,,,,,,,,
9462,2020,Software Engineer,Python,,SQL,C,C++,,Javascript,,,,,,,,,
9463,2020,Business Analyst,Python,,,,,,,,,,,,,,,
9464,2020,Product/Project Manager,Python,R,SQL,,,,,,,,,,,,,
9465,2020,Data Scientist,Python,R,SQL,,,,,,,,,,Other,,,
9466,2020,Data Scientist,Python,,,,,,,,,,,,,,,
9467,2020,Research Scientist,,,,,,,Javascript,,,,MATLAB,,Other,,,
9468,2020,Student,,,,,,,,,,,,,,,,
9469,2020,Data Scientist,Python,R,SQL,,,,,,,,,,,,,
9470,2020,Business Analyst,Python,,SQL,,,,,,,,,,,,,
9471,2020,Data Analyst,Python,,,,,,,,,,,,,,,
9472,2020,Student,Python,,,C,,,,,,,,,,,,
9473,2020,Other,Python,R,,,,,,,,,,,,,,
9474,2020,Currently not employed,,,,,,,,,,,,None,,,,
9475,2020,Software Engineer,Python,,,,C++,,,,,,,,,,,
9476,2020,Student,Python,,,,,,,,,,,,,,,
9477,2020,Business Analyst,,,,,,,,,,,,None,,,,
9478,2020,Software Engineer,,,,,,,Javascript,,,,,,Other,,,
9479,2020,Data Analyst,Python,,SQL,,,,,,,,,,,,,
9480,2020,Data Engineer,,,SQL,,,,Javascript,,,,,,Other,,,
9481,2020,Student,Python,R,,,,,,,,,,,,,,
9482,2020,Student,Python,,,,,,,,,,,,,,,
9483,2020,Software Engineer,,,,C,,,,,,,,,,,,
9484,2020,Research Scientist,Python,,,,,,,,,,MATLAB,,,,,
9485,2020,Data Scientist,Python,R,SQL,,,,,Julia,,Bash,,,,,,
9486,2020,Student,Python,,,,,,,,,,,,,,,
9487,2020,Data Engineer,Python,R,SQL,,,,,,,,,,,,,
9488,2020,Software Engineer,Python,,SQL,,,Java,Javascript,,,Bash,,,Other,,,
9489,2020,Research Scientist,Python,R,,C,,,,,,,,,,,,
9490,2020,Student,Python,,,,,,,,,,,,,,,
9491,2020,Data Scientist,Python,R,SQL,C,C++,,,,,,MATLAB,,,,,
9492,2020,Other,Python,,,C,C++,,,,,,,,,,,
9493,2020,Business Analyst,Python,R,SQL,,,,,,,,,,,,,
9494,2020,Data Analyst,,,,,,,,,,,,,,,,
9495,2020,Other,Python,,,,,,,,,Bash,,,,,,
9496,2020,Currently not employed,Python,R,SQL,,,,,,,,,,,,,
9497,2020,Student,,,,C,,,,,,,,,,,,
9498,2020,Software Engineer,Python,,SQL,C,,,,,,,MATLAB,,,,,
9499,2020,Other,Python,R,,,,,,,,,,,Other,,,
9500,2020,Data Engineer,Python,,,,,,Javascript,,,,,,,,,
9501,2020,Software Engineer,Python,,,,,,Javascript,,,,,,,,,
9502,2020,Data Scientist,,R,,,,,,,,,,,,,,
9503,2020,Research Scientist,Python,,,,,,,,,Bash,,,,,,
9504,2020,Data Scientist,Python,R,,,,,,,,,,,,,,
9505,2020,Software Engineer,,,SQL,,,,,,,Bash,,,,,,
9506,2020,Data Scientist,Python,R,SQL,,,,,,,,,,Other,,,
9507,2020,Student,Python,,,,,,,,,,,,,,,
9508,2020,Data Scientist,Python,,,,,,,,,,,,,,,
9509,2020,Research Scientist,Python,R,SQL,,,,,,,,MATLAB,,,,,
9510,2020,,,,,,,,,,,,,,,,,
9511,2020,Other,Python,,,,C++,Java,,,,,,,,,,
9512,2020,Machine Learning Engineer,Python,,,,C++,,,,,,,,,,,
9513,2020,Student,Python,,SQL,C,C++,,,,,,,,,,,
9514,2020,Currently not employed,Python,,,,,,,,,,,,,,,
9515,2020,Business Analyst,Python,,,,,,,,,,,,,,,
9516,2020,Data Analyst,Python,,SQL,,,,,,,,,,,,,
9517,2020,,,,,,,,,,,,,,,,,
9518,2020,Student,,,,,,Java,,,,,,,,,,
9519,2020,Student,Python,R,SQL,C,,,,,Swift,,,,Other,,,
9520,2020,,,,,,,,,,,,,,,,,
9521,2020,Other,Python,,,,,,,,,,,,,,,
9522,2020,Business Analyst,Python,,,,,,,,,,,,,,,
9523,2020,Other,Python,,,,,,,,,,,,,,,
9524,2020,Data Scientist,,R,,,,,,,,,,,,,,
9525,2020,Research Scientist,,,,,,,,,,,,,,,,
9526,2020,Student,Python,,,,,,,,,,,,,,,
9527,2020,Data Scientist,Python,,,,,,,,,,,,,,,
9528,2020,Data Engineer,Python,,SQL,,,Java,,,,,,,,,,
9529,2020,,,,,,,,,,,,,,,,,
9530,2020,Student,,,,,,,,,,,,,,,,
9531,2020,Data Analyst,Python,,,,,,,,,,MATLAB,,,,,
9532,2020,Data Engineer,Python,,,C,C++,,,,,,MATLAB,,,,,
9533,2020,Other,,,,,,,,,,,,None,,,,
9534,2020,Other,Python,,,,,,,,,,,,,,,
9535,2020,Other,Python,,,,,,,,,,,,,,,
9536,2020,Data Scientist,Python,,SQL,,,,,,,,,,,,,
9537,2020,Product/Project Manager,Python,,,,,,,,,,MATLAB,,,,,
9538,2020,Business Analyst,Python,,,,,,,,,,,,Other,,,
9539,2020,Other,,,,,,,,,,,,,,,,
9540,2020,Student,Python,,,,,,,,,,,,,,,
9541,2020,Student,Python,,,,,,,,,,,,,,,
9542,2020,Business Analyst,Python,,,,,,,,,,,,,,,
9543,2020,Student,Python,R,,,,,,,,,MATLAB,,,,,
9544,2020,Data Analyst,,,,,,,,,,,,,,,,
9545,2020,Student,Python,,,,,Java,,,,,MATLAB,,,,,
9546,2020,Business Analyst,Python,R,SQL,,,,,,,,,,,,,
9547,2020,,,,,,,,,,,,,,,,,
9548,2020,Product/Project Manager,Python,,SQL,C,C++,Java,Javascript,,,Bash,,,,,,
9549,2020,Software Engineer,Python,,,,C++,,,,,,,,,,,
9550,2020,Data Scientist,Python,R,SQL,,,,,,,Bash,,,,,,
9551,2020,Data Analyst,Python,,SQL,,,,,,,,,,Other,,,
9552,2020,Business Analyst,Python,,,,,,,,,,,,,,,
9553,2020,Data Analyst,Python,R,SQL,,,,,,,,,,,,,
9554,2020,Research Scientist,,R,,,,,,,,,,,,,,
9555,2020,Product/Project Manager,,,,C,,,,,,,,,Other,,,
9556,2020,Other,Python,,SQL,,,Java,,,,,,,Other,,,
9557,2020,Student,Python,R,,,,,,,,,,,,,,
9558,2020,Research Scientist,Python,R,,,,,,Julia,,,,,,,,
9559,2020,Research Scientist,Python,R,,C,,Java,,,,,MATLAB,,,,,
9560,2020,Student,Python,,,,,,,,,,MATLAB,,,,,
9561,2020,Data Scientist,Python,,,,,,,,,,,,,,,
9562,2020,,,,,,,,,,,,,,,,,
9563,2020,Currently not employed,Python,R,SQL,,,,Javascript,,,,,,Other,,,
9564,2020,Currently not employed,,,,,,,,,,,,,,,,
9565,2020,Data Analyst,Python,R,SQL,,,,,,,,,,,,,
9566,2020,Software Engineer,Python,,SQL,,,,,,,,,,,,,
9567,2020,Currently not employed,Python,R,,,,,,,,,,,Other,,,
9568,2020,Currently not employed,Python,,SQL,,,,,,,,,,,,,
9569,2020,Product/Project Manager,Python,,SQL,,,,,,,,,,,,,
9570,2020,DBA/Database Engineer,Python,,SQL,,,,,,,,,,Other,,,
9571,2020,Other,Python,R,,,,,,,,,,,,,,
9572,2020,Student,Python,,,,,,,,,,,,,,,
9573,2020,Data Scientist,Python,R,,,,,,,,,,,Other,,,
9574,2020,Student,Python,R,SQL,C,,Java,,,,,,,,,,
9575,2020,Data Scientist,Python,,SQL,,,,,,,Bash,,,,,,
9576,2020,Student,Python,,,,,,,,,,,,,,,
9577,2020,Machine Learning Engineer,Python,,SQL,C,,Java,,,,,,,,,,
9578,2020,Currently not employed,Python,,,,,,,,,,,,,,,
9579,2020,Research Scientist,,R,,,,,,,,,,,,,,
9580,2020,Student,Python,,,,,,,,,,,,,,,
9581,2020,Student,Python,,,,,Java,,,,,,,,,,
9582,2020,Research Scientist,Python,,,C,,,,,,,MATLAB,,,,,
9583,2020,Business Analyst,Python,,,,,,,,,,,,,,,
9584,2020,Student,Python,,SQL,,C++,,,,,,,,,,,
9585,2020,,,,,,,,,,,,,,,,,
9586,2020,Data Analyst,,,,,,,,,,,,,,,,
9587,2020,Machine Learning Engineer,Python,,,,,,,,,,,,,,,
9588,2020,Student,,,,,,,,,,,,None,,,,
9589,2020,Currently not employed,Python,,,,C++,Java,,,,,MATLAB,,,,,
9590,2020,Student,,,,,,,,,,,,,,,,
9591,2020,Software Engineer,Python,,SQL,C,C++,,,,,,,,,,,
9592,2020,Other,Python,R,,,,,,,,,,,,,,
9593,2020,Software Engineer,Python,,,,,,,,Swift,,,,,,,
